8 0 3 2 5136
8.386629e+02 5.581233e+02 3.485627e-01 4.045964e-03
8.386729e+02 5.582697e+02 6.813577e-01 7.714778e-03
8.387398e+02 5.585237e+02 1.435719e-01 2.241101e-03
8.387556e+02 5.586360e+02 2.907942e-01 3.684378e-03
8.387523e+02 5.586044e+02 1.888618e-01 2.250484e-03
8.387564e+02 5.585072e+02 1.747250e-01 2.039076e-03
8.386660e+02 5.578080e+02 6.907342e-01 8.591902e-03
8.386933e+02 5.582396e+02 2.458541e-01 3.331553e-03
4.308369e+00 3.541930e+01 6.591568e+00 4.308369e+00 3.541930e+01 6.591568e+00 4.229407e-05 -6.699801e-05 6.272379e-06 1.376681e+00
1.773880e+01 3.571775e+01 6.488474e+00 1.773880e+01 3.571775e+01 6.488474e+00 4.697322e-05 -5.956276e-05 -9.642094e-06 1.362344e+00
3.920053e+00 4.001245e+01 2.896617e+00 3.920053e+00 4.001245e+01 2.896617e+00 -1.613505e-06 -5.407225e-05 1.709459e-05 5.209128e-01
1.746298e+01 4.022991e+01 2.742705e+00 1.746298e+01 4.022991e+01 2.742705e+00 1.225830e-05 -4.354821e-05 -2.480311e-06 5.232322e-01
1.088940e+01 3.044008e+01 6.354146e+00 1.088940e+01 3.044008e+01 6.354146e+00 1.973211e-05 -6.914047e-05 -1.537933e-05 1.199245e+00
1.070108e+01 3.834494e+01 2.571281e+00 1.070108e+01 3.834494e+01 2.571281e+00 4.633638e-06 -1.566053e-05 -6.331025e-07 2.895460e+00
1.105119e+01 3.739190e+01 6.795049e+00 1.105119e+01 3.739190e+01 6.795049e+00 4.805192e-05 -7.955319e-05 7.747369e-07 1.589174e+01
1.072206e+01 4.514721e+01 2.896807e+00 1.072206e+01 4.514721e+01 2.896807e+00 2.381569e-05 -3.387101e-05 1.528286e-05 8.155876e-01
6.857206e+00 3.243479e+01 2.615849e+00 6.857206e+00 3.243479e+01 2.615849e+00 2.018675e-05 -2.480291e-05 -8.391406e-06 3.158630e-01
6.861593e+00 4.306556e+01 6.713708e+00 6.861593e+00 4.306556e+01 6.713708e+00 3.998511e-05 -8.206133e-05 7.948637e-06 1.587486e+00
1.482109e+01 3.260971e+01 2.641231e+00 1.482109e+01 3.260971e+01 2.641231e+00 9.579837e-06 -1.888781e-05 -1.151020e-05 3.050243e-01
1.487549e+01 4.330505e+01 6.656147e+00 1.487549e+01 4.330505e+01 6.656147e+00 2.902375e-05 -6.618172e-05 5.056500e-06 1.570671e+00
2.390976e+00 3.767300e+01 4.847661e+00 2.390976e+00 3.767300e+01 4.847661e+00 2.467550e-05 -6.507477e-05 2.299392e-05 8.699946e-01
7.196767e+00 3.231776e+01 6.630554e+00 7.196767e+00 3.231776e+01 6.630554e+00 2.984635e-05 -6.719320e-05 -2.205076e-06 1.644364e+00
7.698104e+00 3.632176e+01 6.871179e+00 7.698104e+00 3.632176e+01 6.871179e+00 4.643918e-05 -7.650383e-05 -4.623111e-07 8.027671e+00
4.094971e+00 3.275341e+01 4.538652e+00 4.094971e+00 3.275341e+01 4.538652e+00 2.427958e-05 -5.592600e-05 -2.143149e-06 5.155664e-01
4.970464e+00 3.942613e+01 6.792857e+00 4.970464e+00 3.942613e+01 6.792857e+00 4.544095e-05 -7.683873e-05 6.510669e-06 2.062318e+00
1.936393e+01 3.802365e+01 4.561258e+00 1.936393e+01 3.802365e+01 4.561258e+00 2.498528e-05 -4.933428e-05 -1.729105e-05 8.682725e-01
1.479136e+01 3.236548e+01 6.538812e+00 1.479136e+01 3.236548e+01 6.538812e+00 4.513938e-05 -7.085284e-05 -1.212455e-05 1.641710e+00
1.442971e+01 3.641080e+01 6.883001e+00 1.442971e+01 3.641080e+01 6.883001e+00 5.017789e-05 -7.362126e-05 1.581052e-06 7.998564e+00
1.773883e+01 3.308716e+01 4.381455e+00 1.773883e+01 3.308716e+01 4.381455e+00 2.643340e-05 -4.548716e-05 -2.672763e-05 5.007798e-01
