4.206309e+00 2.603856e+01 6.742181e+00
1.747256e+01 2.970686e+01 6.780887e+00
3.088746e+00 3.045340e+01 2.561218e+00
1.599399e+01 3.392504e+01 2.562227e+00
1.212238e+01 2.286593e+01 6.697556e+00
1.006194e+01 3.020177e+01 3.830978e+00
1.034142e+01 2.976718e+01 6.837513e+00
8.262929e+00 3.696194e+01 2.594601e+00
7.699098e+00 2.362951e+01 2.520815e+00
4.800529e+00 3.430706e+01 6.821870e+00
1.542592e+01 2.571850e+01 2.497989e+00
1.270266e+01 3.650559e+01 6.804669e+00
2.034641e+00 2.784652e+01 4.656741e+00
7.941462e+00 2.394451e+01 6.697025e+00
7.324235e+00 2.790412e+01 6.846366e+00
4.861886e+00 2.347097e+01 4.525135e+00
3.995088e+00 3.022603e+01 6.766959e+00
1.838726e+01 3.223744e+01 4.565614e+00
1.511127e+01 2.580263e+01 6.765479e+00
1.387813e+01 2.963553e+01 6.846666e+00
1.757864e+01 2.722282e+01 4.592887e+00
1.556215e+01 3.337970e+01 6.732160e+00
6.709103e+00 3.036655e+01 2.510372e+00
5.202859e+00 3.407045e+01 2.600894e+00
4.919993e+00 2.675607e+01 2.559677e+00
2.291233e+00 3.299998e+01 4.787799e+00
1.288544e+01 3.204559e+01 2.548390e+00
1.231607e+01 3.598388e+01 2.564161e+00
1.631006e+01 2.986521e+01 2.497147e+00
1.544690e+01 3.661000e+01 4.685622e+00
1.118725e+01 2.633181e+01 6.847449e+00
9.779215e+00 2.158028e+01 4.458967e+00
1.479516e+01 2.286304e+01 4.495108e+00
9.173374e+00 3.346609e+01 2.574878e+00
8.898118e+00 2.704860e+01 2.513824e+00
1.269526e+01 2.809780e+01 2.528390e+00
7.591613e+00 3.201326e+01 6.843191e+00
1.156146e+01 3.309168e+01 6.844223e+00
5.595630e+00 3.706697e+01 4.834071e+00
1.056314e+01 3.841692e+01 4.793335e+00
1.172856e+01 2.418616e+01 2.566631e+00
8.624685e+00 3.588669e+01 6.784092e+00
2.750451e+00 2.676932e+01 5.978146e+00
5.901877e+00 2.492534e+01 6.757822e+00
5.771396e+00 2.697069e+01 6.892466e+00
4.198670e+00 2.445740e+01 5.920872e+00
3.957922e+00 2.804427e+01 6.795076e+00
1.846916e+01 3.094982e+01 5.929717e+00
1.656692e+01 2.784377e+01 6.755725e+00
1.568670e+01 2.965850e+01 6.895910e+00
1.816409e+01 2.845885e+01 5.795593e+00
1.674442e+01 3.151867e+01 6.772222e+00
4.878973e+00 3.043100e+01 2.404634e+00
3.954023e+00 3.225653e+01 2.548117e+00
3.821049e+00 2.861468e+01 2.520434e+00
2.243969e+00 3.180805e+01 3.380860e+00
1.444442e+01 3.301109e+01 2.390168e+00
1.432040e+01 3.503719e+01 2.523968e+00
1.627757e+01 3.199416e+01 2.489662e+00
1.604274e+01 3.555183e+01 3.308564e+00
1.163520e+01 2.457662e+01 6.895667e+00
1.101279e+01 2.176125e+01 5.818227e+00
1.366252e+01 2.240718e+01 5.880364e+00
9.623845e+00 3.180667e+01 3.199934e+00
9.490817e+00 2.865845e+01 3.159357e+00
1.135707e+01 2.916599e+01 3.184292e+00
8.980407e+00 3.086412e+01 6.838409e+00
1.095646e+01 3.140186e+01 6.838449e+00
6.757278e+00 3.744184e+01 3.450013e+00
9.345694e+00 3.813220e+01 3.431590e+00
9.667957e+00 2.373400e+01 2.530793e+00
6.575850e+00 3.519091e+01 6.825222e+00
2.136643e+00 2.913096e+01 3.330513e+00
2.495028e+00 2.915347e+01 6.037052e+00
1.785534e+00 3.044981e+01 4.713108e+00
3.136056e+00 2.544860e+01 4.605534e+00
3.095942e+00 2.693435e+01 3.291128e+00
1.010370e+01 2.320735e+01 6.728965e+00
6.270920e+00 2.320039e+01 5.890473e+00
8.592428e+00 2.227654e+01 5.852306e+00
7.586369e+00 2.589930e+01 6.866225e+00
9.589051e+00 2.507318e+01 6.867086e+00
8.862578e+00 2.883568e+01 6.838216e+00
9.200886e+00 2.695292e+01 6.844644e+00
5.621173e+00 2.902976e+01 6.864829e+00
7.297563e+00 2.996188e+01 6.842087e+00
6.092443e+00 2.320309e+01 3.191540e+00
4.448991e+00 2.492251e+01 3.239273e+00
7.171785e+00 2.218751e+01 4.471338e+00
4.277647e+00 3.238748e+01 6.821912e+00
5.770711e+00 3.113091e+01 6.862820e+00
2.649977e+00 3.155633e+01 6.093988e+00
1.752748e+01 3.326957e+01 3.268565e+00
1.856996e+01 2.979474e+01 4.437864e+00
1.780799e+01 3.099713e+01 3.155927e+00
1.738419e+01 3.319593e+01 5.949204e+00
1.721138e+01 3.464479e+01 4.601442e+00
1.368706e+01 2.412352e+01 6.789378e+00
1.461140e+01 2.775288e+01 6.872372e+00
1.316610e+01 2.600897e+01 6.870199e+00
1.675263e+01 2.611502e+01 5.888131e+00
1.552123e+01 2.398226e+01 5.966554e+00
1.208506e+01 2.969207e+01 6.838067e+00
1.478737e+01 3.150918e+01 6.864099e+00
1.286906e+01 3.145624e+01 6.843272e+00
1.268056e+01 2.786786e+01 6.843285e+00
1.691980e+01 2.624360e+01 3.212612e+00
1.636256e+01 2.483350e+01 4.485221e+00
1.773345e+01 2.853541e+01 3.236031e+00
1.416666e+01 3.511757e+01 6.799056e+00
1.596074e+01 3.521171e+01 6.005867e+00
1.356900e+01 3.326007e+01 6.863709e+00
8.418444e+00 3.029090e+01 3.159066e+00
5.891981e+00 3.220611e+01 2.428646e+00
7.794535e+00 3.203484e+01 2.640302e+00
5.746986e+00 2.860045e+01 2.431923e+00
7.658275e+00 2.861431e+01 2.616959e+00
6.683121e+00 3.571427e+01 2.565246e+00
3.388507e+00 3.392598e+01 3.421620e+00
4.924064e+00 3.584867e+01 3.441993e+00
7.186566e+00 3.384386e+01 2.447555e+00
6.276616e+00 2.503386e+01 2.501394e+00
6.893713e+00 2.687501e+01 2.435515e+00
3.199293e+00 3.387074e+01 6.135887e+00
3.647127e+00 3.526831e+01 4.839556e+00
1.145079e+01 3.111026e+01 3.203247e+00
1.461401e+01 3.100190e+01 2.423701e+00
1.296496e+01 3.005571e+01 2.649208e+00
1.264619e+01 3.403496e+01 2.429826e+00
1.109566e+01 3.292130e+01 2.676090e+00
1.023061e+01 3.665483e+01 2.539171e+00
1.069009e+01 3.478126e+01 2.437296e+00
1.398621e+01 3.679177e+01 3.341315e+00
1.170658e+01 3.767549e+01 3.385870e+00
1.603419e+01 2.772858e+01 2.497895e+00
1.452325e+01 2.894530e+01 2.427065e+00
1.427683e+01 3.693476e+01 6.067142e+00
1.314023e+01 3.786100e+01 4.756121e+00
1.077098e+01 2.807569e+01 6.837925e+00
8.622031e+00 2.223620e+01 3.185493e+00
1.241062e+01 2.185137e+01 4.472526e+00
1.100854e+01 2.243841e+01 3.194656e+00
1.526392e+01 2.402411e+01 3.124392e+00
1.327417e+01 2.304855e+01 3.173695e+00
8.667823e+00 3.522424e+01 2.427492e+00
8.306032e+00 2.532070e+01 2.409243e+00
1.084088e+01 2.740036e+01 2.633144e+00
1.029526e+01 2.556974e+01 2.468766e+00
1.411997e+01 2.695178e+01 2.446371e+00
1.225613e+01 2.613613e+01 2.463803e+00
6.182956e+00 3.315865e+01 6.883836e+00
9.535414e+00 3.269580e+01 6.841584e+00
8.083462e+00 3.396571e+01 6.861999e+00
1.214476e+01 3.480357e+01 6.886730e+00
1.010479e+01 3.452172e+01 6.862626e+00
4.915260e+00 3.596633e+01 6.146435e+00
7.981539e+00 3.810169e+01 4.816685e+00
7.070937e+00 3.696465e+01 6.137057e+00
1.173720e+01 3.785001e+01 6.101866e+00
9.374495e+00 3.760288e+01 6.122520e+00
1.368235e+01 2.486509e+01 2.505926e+00
1.073100e+01 3.635018e+01 6.820669e+00
3.408024e+00 2.637556e+01 6.480726e+00
5.008084e+00 2.547809e+01 6.791486e+00
4.990255e+00 2.651976e+01 6.900137e+00
4.140212e+00 2.519048e+01 6.455355e+00
4.049015e+00 2.702191e+01 6.812174e+00
1.808648e+01 3.030818e+01 6.480156e+00
1.708555e+01 2.880707e+01 6.809589e+00
1.658833e+01 2.968889e+01 6.911603e+00
1.797664e+01 2.903179e+01 6.470723e+00
1.717895e+01 3.060344e+01 6.812710e+00
3.972439e+00 3.043313e+01 2.411302e+00
3.469359e+00 3.135097e+01 2.516876e+00
3.407500e+00 2.954133e+01 2.500233e+00
2.578395e+00 3.114315e+01 2.847883e+00
1.524271e+01 3.345134e+01 2.427142e+00
1.520683e+01 3.450060e+01 2.517420e+00
1.617382e+01 3.298553e+01 2.499343e+00
1.608509e+01 3.478589e+01 2.816374e+00
1.187989e+01 2.370626e+01 6.890423e+00
1.158929e+01 2.221128e+01 6.369055e+00
1.291844e+01 2.254372e+01 6.401889e+00
9.832248e+00 3.103213e+01 3.630075e+00
9.765761e+00 2.939945e+01 3.609322e+00
1.073351e+01 2.966285e+01 3.626057e+00
9.672704e+00 3.031510e+01 6.838279e+00
1.065141e+01 3.057439e+01 6.838246e+00
7.480026e+00 3.729528e+01 2.906211e+00
8.781068e+00 3.764102e+01 2.900970e+00
8.659408e+00 2.363313e+01 2.495705e+00
5.646331e+00 3.476985e+01 6.851079e+00
1.977346e+00 2.847224e+01 3.964937e+00
2.069912e+00 2.852964e+01 5.380545e+00
1.809001e+00 2.914455e+01 4.673026e+00
2.498415e+00 2.660152e+01 4.635714e+00
2.415727e+00 2.727723e+01 3.934357e+00
9.028486e+00 2.353690e+01 6.703305e+00
7.097979e+00 2.349325e+01 6.387296e+00
8.220545e+00 2.304223e+01 6.375302e+00
7.742107e+00 2.491115e+01 6.839766e+00
8.774790e+00 2.448503e+01 6.838181e+00
8.099441e+00 2.836810e+01 6.839720e+00
8.236918e+00 2.739079e+01 6.844512e+00
6.452747e+00 2.844879e+01 6.854263e+00
7.283943e+00 2.893204e+01 6.842585e+00
5.415078e+00 2.324027e+01 3.816210e+00
4.490905e+00 2.411352e+01 3.845017e+00
5.960755e+00 2.274647e+01 4.492332e+00
4.098118e+00 3.133272e+01 6.785603e+00
4.880566e+00 3.067836e+01 6.857012e+00
3.257222e+00 3.087314e+01 6.526371e+00
1.804950e+01 3.279262e+01 3.879226e+00
1.863803e+01 3.095587e+01 4.530934e+00
1.829168e+01 3.157140e+01 3.825512e+00
1.804589e+01 3.283207e+01 5.291239e+00
1.787772e+01 3.349864e+01 4.560737e+00
1.440576e+01 2.491718e+01 6.778990e+00
